"capturedate","id","lat","long","alt"
"2023-11-02T10:58:38","-2520949601721384927",37.33181512,-122.03048154,0
"2023-11-02T10:59:31","-1283872899278140557",37.33091383,-122.03061321,0
"2023-11-02T11:01:18","4179379508868081613",43.5847182664846,-80.4795201463259,330.377248098142
"2023-11-02T11:03:43","-2709238236102532348",37.33142585,-122.03072774,0
"2023-11-02T11:09:16","-8870730110002065067",43.4683814971181,-80.5424342025821,367.247283935547
"2023-11-02T11:16:18","4179379508868081613",43.5847341104637,-80.4795355806939,332.532337609679
"2023-11-02T11:18:44","-2709238236102532348",37.33138836,-122.03072798,0
"2023-11-02T11:25:42","-8870730110002065067",43.4701305976057,-80.5405230210894,337.992340087891
"2023-11-02T11:31:18","4179379508868081613",43.5847403981135,-80.4795053915149,334.268618743867
"2023-11-02T11:33:44","-2709238236102532348",37.33138836,-122.03072798,0
"2023-11-02T11:43:25","-6326665231507908312",37.33138836,-122.03072798,0
"2023-11-02T11:45:53","5538051705637030950",37.3311133,-122.03069859,0
"2023-11-02T11:46:19","4179379508868081613",43.5846908358513,-80.4795169093617,331.636048764922
"2023-11-02T11:50:54","827540047415920764",37.33150351,-122.03071596,0
"2023-11-02T12:01:20","4179379508868081613",43.5846911331435,-80.4795288285546,329.64958514832
"2023-11-02T09:03:23","3797637411633552175",37.4036499889654,-121.982264892254,0
"2023-11-02T12:16:21","4179379508868081613",43.5847006485268,-80.4794711030177,329.102345002815
"2023-11-02T12:16:58","-8870730110002065067",43.4701843459611,-80.5406272852395,340.249969482422
"2023-11-02T12:31:22","4179379508868081613",43.5847503794392,-80.4794381898587,329.435352263972
"2023-11-02T12:32:05","-8870730110002065067",43.4709398216044,-80.5440436118101,331.182285350747
"2023-11-02T12:46:22","4179379508868081613",43.5846915558668,-80.4794833334967,330.084985336289
"2023-11-02T13:01:23","4179379508868081613",43.5846801655631,-80.4794447164537,325.952302106656
"2023-11-02T13:16:23","4179379508868081613",43.5846801655631,-80.4794447164537,325.952302106656
"2023-11-02T13:31:23","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T13:46:24","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T14:01:24","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T14:11:05","-8870730110002065067",43.4712108504434,-80.5441045482462,335.985500377603
"2023-11-02T14:16:25","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T14:31:26","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T14:38:38","-8870730110002065067",43.4710133728047,-80.5440068990742,338.463707013056
"2023-11-02T14:46:27","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T15:01:28","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T15:08:11","-8870730110002065067",43.4707298130204,-80.5439520814275,378.06222156994
"2023-11-02T15:16:28","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T15:25:36","-8870730110002065067",43.4708212176745,-80.5440626387303,348.227981609292
"2023-11-03T03:27:59","-6027216535748307604",39.9516827492854,116.390681846763,0
"2023-11-02T15:31:29","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T15:43:22","-8870730110002065067",43.4710658854281,-80.5436313059931,360.556617777795
"2023-11-02T15:46:30","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T16:01:31","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T16:08:26","-8870730110002065067",43.4708611993526,-80.544016957358,360.851913494989
"2023-11-02T16:16:31","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T16:23:30","-8870730110002065067",43.4722142184545,-80.5451143520963,344.427917480469
"2023-11-02T16:31:32","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T16:38:37","-8870730110002065067",43.4710324441089,-80.5435028026778,340.772247314453
"2023-11-02T16:46:32","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T16:53:39","-8870730110002065067",43.4710843234945,-80.5434398429545,345.679260253906
